conversation_id,scenario,layer,curvature_min,curvature_nar,curvature_soc,curvature_mor,curvature_pos,curvature_total,model,ablation_type,param_value
T5/test/27,T5,0,4.729676246643066,3.649672746658325,6.376420497894287,4.3470001220703125,3.466764211654663,10.356811820353572,gpt2,layer_count,3
T5/test/28,T5,0,4.729676246643066,3.649672746658325,6.376420497894287,4.3470001220703125,3.466764211654663,10.356811820353572,gpt2,layer_count,3
T5/test/29,T5,0,5.421302318572998,1.9226659536361694,6.1202712059021,4.616663932800293,4.965644836425781,10.794262241689891,gpt2,layer_count,3
T5/test/3,T5,0,5.066844463348389,2.5092215538024902,6.010225772857666,4.682133197784424,4.156839370727539,10.358262610031629,gpt2,layer_count,3
T5/test/4,T5,0,5.401630878448486,1.965874195098877,6.062395095825195,4.679898262023926,4.983960151672363,10.795194223922133,gpt2,layer_count,3
T5/test/5,T5,0,4.729676246643066,3.649672746658325,6.376420497894287,4.3470001220703125,3.466764211654663,10.356811820353572,gpt2,layer_count,3
T5/test/6,T5,0,4.729676723480225,3.649672508239746,6.376420021057129,4.347000598907471,3.466764211654663,10.356811860658729,gpt2,layer_count,3
T5/test/7,T5,0,5.075100421905518,2.307258367538452,6.1850504875183105,4.0663981437683105,4.2049102783203125,10.176040453561416,gpt2,layer_count,3
T5/test/8,T5,0,5.421302318572998,1.9226664304733276,6.1202712059021,4.616663932800293,4.965644836425781,10.79426232662378,gpt2,layer_count,3
T5/test/9,T5,0,7.07024621963501,3.1458661556243896,7.045642375946045,5.299610614776611,5.781128883361816,13.077968336075214,gpt2,layer_count,3
T0/test/0,T0,1,4.6551008224487305,9.790936470031738,5.664026260375977,3.833728075027466,5.33983039855957,13.886138906990082,gpt2,layer_count,3
T0/test/1,T0,1,14.013028144836426,6.651957035064697,9.218132972717285,5.822365760803223,4.628984451293945,19.517041419997984,gpt2,layer_count,3
T0/test/10,T0,1,3.5103044509887695,6.860865116119385,5.43994140625,2.2618532180786133,5.461546897888184,11.132436592301493,gpt2,layer_count,3
T0/test/11,T0,1,4.398748874664307,5.929937839508057,4.0053791999816895,1.7865759134292603,3.471271514892578,9.26270999238269,gpt2,layer_count,3
